Title,Worldwide
Pete's Dragon,"$143,695,338"
Sausage Party,"$140,705,322"
Lion,"$140,312,928"
Skiptrace,"$136,579,287"
Mechanic: Resurrection,"$125,729,635"
Deepwater Horizon,"$121,790,373"
Allied,"$119,520,023"
I Belonged to You,"$119,107,580"
The Shallows,"$119,100,758"
The Purge: Election Year,"$118,587,880"
Why Him?,"$118,102,725"
Finding Mr Right 2,"$114,679,097"
Office Christmas Party,"$114,501,299"
How to Be Single,"$112,343,513"
10 Cloverfield Lane,"$110,216,998"
Neighbors 2: Sorority Rising,"$108,007,109"
Cold War II,"$103,197,501"
Railroad Tigers,"$102,205,175"
Some Like It Hot,"$95,721,320"
Dirty Grandpa,"$94,073,028"
Ben-Hur,"$94,061,311"
Money Monster,"$93,282,604"
Train to Busan,"$92,742,323"
My Big Fat Greek Wedding 2,"$90,632,641"
Collateral Beauty,"$88,528,280"
Line Walker,"$88,228,755"
Sultan,"$87,280,000"
War Dogs,"$86,234,523"
Big Fish & Begonia,"$85,409,373"
Nerve,"$85,251,425"
Leap!,"$84,197,417"
Ouija: Origin of Evil,"$81,705,746"
Underworld: Blood Wars,"$81,093,313"
Manchester by the Sea,"$78,988,148"
The Boss,"$78,844,582"
Shin Godzilla,"$77,947,607"
Mike and Dave Need Wedding Dates,"$77,068,246"
Kubo and the Two Strings,"$76,249,438"
Quo vado?,"$75,878,701"
Boo! A Madea Halloween,"$74,827,344"
Miracles from Heaven,"$73,983,003"
I Am Not Madame Bovary,"$70,826,207"
Bai du ren,"$70,065,569"
One Piece Film: Gold,"$66,207,073"
Moonlight,"$65,336,603"
Monster Trucks,"$64,493,915"
Fences,"$64,414,761"
"Hail, Caesar!","$63,647,656"
The Nice Guys,"$62,788,218"
Huo guo ying xiong,"$58,106,427"
L.O.R.D: Legend of Ravaging Dynasties,"$58,089,494"
Nine Lives,"$57,814,445"
Zoolander 2,"$56,722,693"
Barbershop: The Next Cut,"$55,030,051"
The Age of Shadows,"$54,491,162"
A Chinese Odyssey: Part Three,"$53,306,108"
Teo-neol,"$52,444,295"
Patriots Day,"$52,185,751"
My Beloved Bodyguard,"$52,165,873"
The Finest Hours,"$52,099,090"
Master,"$51,636,415"
Doraemon the Movie: Nobita and the Birth of Japan,"$50,939,840"
The Wailing,"$49,851,770"
Demain tout commence,"$49,619,118"
Never Gone,"$48,980,792"
Luck-Key,"$48,913,975"
Florence Foster Jenkins,"$48,902,953"
Mother's Day,"$48,782,670"
"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release","$47,642,462"
A Monster Calls,"$47,309,313"
Risen,"$46,432,579"
Eddie the Eagle,"$46,152,800"
Blair Witch,"$45,173,154"
Boonie Bears: The Big Top Secret,"$45,150,390"
Café Society,"$43,763,247"
League of Gods,"$43,498,766"
Almost Christmas,"$42,580,920"
The Witch,"$40,423,945"
The Wild Life,"$40,075,446"
Love O2O,"$39,969,537"
The Forest,"$39,712,000"
Absolutely Fabulous: The Movie,"$39,219,109"
My Mom Is a Character 2,"$39,195,565"
Masterpiece Mystery: Sherlock: The Abominable Bride,"$39,139,204"
"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,659,039"
Hell or High Water,"$37,879,877"
Mission Milano,"$37,749,848"
The Handmaiden,"$37,692,886"
Snowden,"$37,357,216"
Nobunaga Concerto: The Movie,"$36,187,594"
Eye in the Sky,"$35,259,653"
Les Tuche 2: The American Dream,"$35,210,425"
Os Dez Mandamentos - O Filme,"$31,998,251"
Bounty Hunters,"$31,918,573"
Ae Dil Hai Mushkil,"$31,668,920"
Assassination Classroom: The Graduation,"$31,352,921"
Perfect Strangers,"$31,254,929"
Billy Lynn's Long Halftime Walk,"$30,930,984"
Pandora,"$30,896,701"
Norm of the North,"$30,734,502"
When the Bough Breaks,"$30,658,387"
S Storm,"$30,381,402"
Nocturnal Animals,"$30,311,857"
A Silent Voice: The Movie,"$30,156,463"
Keeping Up with the Joneses,"$29,918,745"
Jackie,"$29,777,777"
Masterminds,"$29,674,699"
Flight Crew,"$29,171,110"
Viking,"$29,161,298"
M.S. Dhoni: The Untold Story,"$28,903,047"
Fan,"$28,240,000"
"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!","$28,110,245"
Welcome to Germany,"$28,036,021"
The Brothers Grimsby,"$27,979,040"
When Larry Meets Mary,"$27,863,090"
Yesterday Once More,"$27,411,872"
The Light Between Oceans,"$25,975,621"
A Beautiful Planet,"$25,730,120"
Mr. Donkey,"$25,537,759"
Born in China,"$25,081,168"
Race,"$25,070,261"
Call of Heroes,"$25,040,561"
Free State of Jones,"$25,035,950"
Whiskey Tango Foxtrot,"$24,972,139"
Soulmate,"$24,684,439"
The Snow Queen 3: Fire and Ice,"$24,644,317"
God's Not Dead 2,"$24,487,848"
Camping 3,"$24,224,579"
The Founder,"$24,121,245"
Bad Santa 2,"$24,079,268"
Spirits' Homecoming,"$23,857,217"
Silence,"$23,834,809"
Kevin Hart: What Now?,"$23,591,043"
No manches Frida,"$23,540,937"
Middle School: The Worst Years of My Life,"$23,316,139"
Triple 9,"$23,177,948"
Rock Dog,"$23,157,646"
The Choice,"$23,064,015"
Penny Pincher!,"$22,955,486"
Star Wars: Episode VIII - The Last Jedi,"$1,332,539,889"
Beauty and the Beast,"$1,263,521,126"
The Fate of the Furious,"$1,236,005,118"
Despicable Me 3,"$1,034,799,409"
Jumanji: Welcome to the Jungle,"$962,077,546"
Spider-Man: Homecoming,"$880,166,924"
Wolf Warrior 2,"$870,325,439"
Guardians of the Galaxy Vol. 2,"$863,756,051"
Thor: Ragnarok,"$853,977,126"
Wonder Woman,"$821,847,012"
Coco,"$807,816,196"
Pirates of the Caribbean: Dead Men Tell No Tales,"$794,861,794"
It,"$700,381,748"
Justice League,"$657,924,295"
Logan,"$619,021,436"
Transformers: The Last Knight,"$605,425,157"
Kong: Skull Island,"$566,652,812"
The Boss Baby,"$527,965,936"
Dunkirk,"$525,245,546"
War for the Planet of the Apes,"$490,719,763"
The Greatest Showman,"$434,993,183"
Kingsman: The Golden Circle,"$410,902,662"
The Mummy,"$409,231,607"
Cars 3,"$383,930,656"
Fifty Shades Darker,"$381,545,846"
Murder on the Orient Express,"$352,789,811"
xXx: Return of Xander Cage,"$346,118,277"
Never Say Die,"$334,530,869"
The Lego Batman Movie,"$311,950,384"
The Ex-File 3: The Return of The Exes,"$307,592,427"
Annabelle: Creation,"$306,515,884"
Wonder,"$305,937,718"
Ferdinand,"$296,069,199"
Split,"$278,454,358"
Blade Runner 2049,"$259,239,658"
Kung Fu Yoga,"$257,743,016"
Get Out,"$255,407,969"
Baahubali 2: The Conclusion,"$254,158,390"
Journey to the West: The Demons Strike Back,"$247,585,244"
Alien: Covenant,"$240,891,763"
Paddington 2,"$227,978,523"
Youth,"$227,091,290"
Baby Driver,"$226,945,087"
Valerian and the City of a Thousand Planets,"$225,874,228"
Geostorm,"$221,600,160"
The Emoji Movie,"$217,776,646"
A Dog's Purpose,"$205,035,819"
Smurfs: The Lost Village,"$197,183,546"
The Shape of Water,"$195,333,312"
Pitch Perfect 3,"$185,400,345"
Daddy's Home 2,"$180,613,180"
The Post,"$179,769,457"
Baywatch,"$177,856,751"
The Hitman's Bodyguard,"$176,586,701"
John Wick: Chapter 2,"$171,539,887"
Ghost in the Shell,"$169,801,921"
"Three Billboards Outside Ebbing, Missouri","$160,192,031"
Duckweed,"$152,894,264"
Darkest Hour,"$150,847,207"
King Arthur: Legend of the Sword,"$148,675,066"
The Foreigner,"$145,374,099"
Power Rangers,"$142,337,240"
Girls Trip,"$140,552,359"
American Made,"$134,866,593"
A Bad Moms Christmas,"$130,560,428"
Happy Death Day,"$125,479,266"
Captain Underpants: The First Epic Movie,"$125,427,681"
The Lego Ninjago Movie,"$123,081,555"
Secret Superstar,"$122,026,260"
The Commuter,"$119,942,387"
Forever Young,"$119,055,731"
The Dark Tower,"$113,231,078"
Buddies in India,"$110,155,128"
Along With the Gods: The Two Worlds,"$109,383,972"
The Tales of Wukong,"$103,818,506"
Jigsaw,"$102,952,888"
Life,"$100,541,806"
Atomic Blonde,"$100,014,025"
Legend of the Demon Cat,"$97,051,623"
The Shack,"$96,942,115"
Chasing the Dragon,"$87,965,942"
Tiger Zinda Hai,"$87,320,000"
A Taxi Driver,"$86,252,940"
Going in Style,"$84,918,541"
Rings,"$83,080,890"
Once Upon A Time,"$82,886,178"
Paradox,"$79,226,860"
Lady Bird,"$78,965,611"
Fantastica: A Boonie Bears Adventure,"$77,151,096"
The Nut Job 2: Nutty by Nature,"$68,743,485"
American Assassin,"$67,234,188"
Victoria & Abdul,"$66,558,465"
Suck Me Shakespeer 3,"$64,236,772"
Detective Conan: Crimson Love Letter,"$63,144,805"
The Mountain Between Us,"$62,832,209"
The Star,"$62,812,974"
How to Be a Latin Lover,"$62,547,032"
47 Meters Down,"$62,187,529"
"Everything, Everything","$61,621,140"
Doraemon: Great Adventure in the Antarctic Kachi Kochi,"$61,153,455"
Snatched,"$60,845,711"
The Founding of an Army,"$60,600,361"
My Little Pony: The Movie,"$60,330,833"
Molly's Game,"$59,284,015"
The Devotion of Suspect X,"$59,035,664"
Shock Wave,"$58,815,633"
Goldbuster,"$57,628,292"
All the Money in the World,"$56,996,304"
The Big Sick,"$56,411,585"
Gongjo,"$55,972,241"
All Eyez on Me,"$55,668,698"
Downsizing,"$55,003,890"
"I, Tonya","$53,939,297"
1987: When the Day Comes,"$53,833,618"
The Outlaws,"$52,946,454"
Bleeding Steel,"$48,825,526"
Logan Lucky,"$48,453,605"
Boo 2! A Madea Halloween,"$48,333,932"
Sky Hunter,"$48,065,601"
Phantom Thread,"$47,756,590"
Rough Night,"$47,347,283"
Son of Bigfoot,"$47,046,281"
Three Seconds,"$46,596,415"
The Thousand Faces of Dunjia,"$46,263,237"
The Battleship Island,"$46,183,383"
Hanson and the Beast,"$46,154,323"
Gintama Live Action the Movie,"$45,746,967"
Guilty of Mind,"$45,698,503"
Flatliners,"$45,158,254"
Bad Genius,"$44,560,421"
Mother!,"$44,516,999"
Wind River,"$43,980,821"
Battle of Memories,"$43,892,362"
The Snowman,"$43,155,261"
Gifted,"$43,046,590"
Loving Vincent,"$42,187,665"
Mary and the Witch's Flower,"$41,978,431"
Call Me by Your Name,"$41,887,595"
T2 Trainspotting,"$41,681,746"
Fist Fight,"$41,087,017"
The Circle,"$40,656,399"
Diary of a Wimpy Kid: The Long Haul,"$40,140,972"
Brotherhood of Blades 2,"$39,966,092"
Midnight Runners,"$39,730,433"
The King,"$37,886,707"
Pokémon the Movie: I Choose You!,"$37,552,144"
Home Again,"$37,270,721"
The Adventurers,"$36,796,816"
"Tad, the Lost Explorer, and the Secret of King Midas","$35,704,046"
Hostiles,"$35,669,017"
Namiya,"$35,351,623"
Destiny: The Tale of Kamakura,"$35,166,640"
The Liquidator,"$35,046,130"
Kidnap,"$34,814,102"
R.A.I.D. Special Unit,"$34,598,750"
The House,"$34,184,504"
I Want to Eat Your Pancreas,"$33,748,006"
Perfect Strangers,"$33,262,366"
Sleepless,"$32,917,353"
Hindi Medium,"$32,841,493"
Steel Rain,"$32,783,733"
C'est la vie!,"$32,764,243"
The House That Never Dies: Reawakening,"$32,433,588"
The Invisible Guest,"$31,191,910"
This Is Not What I Expected,"$30,996,615"
Posledniy bogatyr,"$30,618,274"
Reset 2017 Re-release,"$29,949,252"
The Bye Bye Man,"$29,874,280"
The Disaster Artist,"$29,820,616"
The Swindlers,"$29,721,916"
Alibi.com,"$29,370,592"
Sword Art Online the Movie: Ordinal Scale,"$29,322,339"
Recep Ivedik 5,"$28,952,258"
Judwaa 2,"$28,733,523"
The Fortress,"$28,645,448"
What Happened to Monday,"$27,975,429"
Monster Family,"$27,890,108"
The Beguiled,"$27,869,129"
CHIPS,"$26,800,152"
A Cure for Wellness,"$26,620,002"
Only the Brave,"$26,351,322"
Twenty Two,"$26,289,378"
The Zookeeper's Wife,"$26,152,835"
Badrinath Ki Dulhania,"$26,134,309"
A Chinese Odyssey: Part Two - Cinderella 2017 Re-release,"$25,960,664"
Love Off the Cuff,"$25,959,989"
Fireworks,"$25,672,406"
Father Figures,"$25,601,244"
Money,"$25,403,753"
The Death of Stalin,"$24,646,055"
The 8-Year Engagement,"$24,425,963"
Jolly LLB 2,"$24,214,186"
I Can Speak,"$24,024,444"
Wish Upon,"$23,468,586"
Detroit,"$23,355,100"
Extraordinary Mission,"$22,757,764"
The Glass Castle,"$22,088,533"
Leap! 2017 Re-release,"$21,929,861"
Épouse-moi mon pote,"$21,571,464"
The Prison,"$21,205,329"
Avengers: Infinity War,"$2,048,359,754"
Black Panther,"$1,346,913,161"
Jurassic World: Fallen Kingdom,"$1,308,467,944"
Incredibles 2,"$1,242,805,359"
Aquaman,"$1,148,461,807"
Bohemian Rhapsody,"$903,655,259"
Venom,"$856,085,151"
Mission: Impossible - Fallout,"$791,115,104"
Deadpool 2,"$734,546,611"
Fantastic Beasts: The Crimes of Grindelwald,"$654,855,901"
Ant-Man and the Wasp,"$622,674,139"
Ready Player One,"$582,890,172"
Operation Red Sea,"$579,330,426"
Detective Chinatown 2,"$544,185,156"
The Meg,"$530,243,742"
Ralph Breaks the Internet,"$529,323,962"
Hotel Transylvania 3: Summer Vacation,"$528,583,774"
The Grinch,"$511,595,957"
Bumblebee,"$467,989,645"
Dying to Survive,"$451,176,639"
A Star Is Born,"$436,188,866"
Rampage,"$428,028,233"
Mamma Mia! Here We Go Again,"$395,044,706"
Solo: A Star Wars Story,"$392,924,807"
Spider-Man: Into the Spider-Verse,"$375,540,831"
Fifty Shades Freed,"$371,985,018"
Hello Mr. Billionaire,"$366,961,907"
The Nun,"$365,550,119"
Monster Hunt 2,"$361,682,618"
Peter Rabbit,"$351,266,433"
Mary Poppins Returns,"$349,537,494"
A Quiet Place,"$340,939,361"
Green Book,"$321,752,656"
Skyscraper,"$304,868,961"
Ocean's Eight,"$297,718,711"
Pacific Rim: Uprising,"$290,930,148"
Maze Runner: The Death Cure,"$288,175,335"
Tomb Raider,"$274,650,803"
Halloween,"$255,485,178"
Crazy Rich Asians,"$238,532,921"
Creed II,"$214,215,889"
Smallfoot,"$214,040,103"
Us and Them,"$209,221,380"
The Island,"$198,326,350"
Christopher Robin,"$197,744,377"
The Equalizer 2,"$190,400,157"
Project Gutenberg,"$188,116,796"
The Mule,"$174,804,407"
The Nutcracker and the Four Realms,"$173,961,069"
Insidious: The Last Key,"$167,885,588"
The Predator,"$160,542,134"
Johnny English Strikes Again,"$158,970,776"
Red Sparrow,"$151,572,634"
More Than Blue,"$142,958,164"
The First Purge,"$137,056,262"
How Long Will I Love U,"$136,796,719"
A Wrinkle in Time,"$132,675,864"
The House with a Clock in Its Walls,"$131,457,147"
Instant Family,"$120,556,201"
A Cool Fish,"$118,153,135"
Game Night,"$117,679,066"
Dragon Ball Super: Broly,"$115,560,610"
The Monkey King 3,"$115,084,576"
First Man,"$105,697,415"
Book Club,"$104,438,188"
Night School,"$103,105,878"
Detective Conan: Zero the Enforcer,"$101,860,359"
Alpha,"$98,203,196"
Along With the Gods: The Last 49 Days,"$97,962,238"
A Simple Favor,"$97,644,617"
Boonie Bears 5,"$96,818,234"
The Favourite,"$95,918,706"
Truth or Dare,"$95,330,493"
Kill Mobile,"$94,870,905"
I Feel Pretty,"$94,539,426"
Blockers,"$94,017,294"
BlacKkKlansman,"$93,400,823"
Goosebumps 2: Haunted Halloween,"$93,320,380"
Shadow,"$91,708,374"
Overboard,"$91,244,913"
Sherlock Gnomes,"$90,497,778"
Detective Dee: The Four Heavenly Kings,"$90,040,771"
"Hello, Mrs. Money","$86,874,070"
Robin Hood,"$86,489,031"
I Can Only Imagine,"$86,086,881"
Hidden Man,"$85,170,581"
Mortal Engines,"$83,672,673"
Partment: The Movie,"$81,096,321"
Doraemon the Movie: Nobita's Treasure Island,"$80,920,916"
Den of Thieves,"$80,509,622"
Hereditary,"$80,200,936"
Code Blue the Movie,"$78,778,562"
Tag,"$78,130,625"
Sanju,"$76,693,052"
Vice,"$76,073,488"
Widows,"$75,984,700"
Sicario: Day of the Soldado,"$75,837,743"
Searching,"$75,462,037"
The Spy Who Dumped Me,"$75,320,680"
Animal World,"$74,922,830"
Amazing China,"$72,506,343"
Second Act,"$72,282,227"
Spirited Away 2018 Re-release,"$70,186,029"
Shoplifters,"$67,999,335"
12 Strong,"$67,450,815"
"Love, Simon","$66,316,289"
Mile 22,"$66,308,758"
Life of the Party,"$65,859,911"
L Storm,"$64,517,456"
Capernaum,"$64,417,003"
Isle of Dogs,"$64,241,499"
Andhadhun,"$62,475,342"
Adrift,"$59,945,012"
The 15:17 to Paris,"$57,076,286"
A or B,"$56,239,049"
Go Brother!,"$54,663,060"
Early Man,"$54,622,814"
Peppermint,"$53,918,723"
Teen Titans GO! To the Movies,"$52,090,236"
Slender Man,"$51,738,549"
Breaking In,"$51,411,620"
Cry Me a Sad River,"$51,400,614"
Simmba,"$51,329,025"
Once Upon a Deadpool 2018 Re-release,"$51,247,568"
Family is Family,"$49,954,866"
Death Wish,"$49,562,710"
The Magic Tuche,"$47,427,990"
Golden Job,"$47,287,851"
Mary Queen of Scots,"$46,712,809"
Uncle Drew,"$46,664,414"
Acrimony,"$46,403,669"
Asterix: The Secret of the Magic Potion,"$46,221,204"
Bajrangi Bhaijaan 2018 Re-release,"$45,579,004"
Winchester,"$44,019,588"
Annihilation,"$43,070,915"
The Possession of Hannah Grace,"$43,016,528"
Long Day's Journey Into Night,"$42,140,994"
Overlord,"$41,657,844"
The Great Battle,"$41,509,280"
The Darkest Minds,"$41,142,379"
"Lost, Found","$41,043,552"
Holmes & Watson,"$40,466,970"
Intimate Strangers,"$39,576,060"
Thugs of Hindostan,"$39,570,044"
Sink or Swim,"$39,193,850"
Show Dogs,"$39,156,854"
Believer,"$39,047,153"
The Spy Gone North,"$38,844,509"
On the Basis of Sex,"$38,673,750"
Taxi 5,"$38,598,227"
Fat Buddies,"$37,496,410"
Till The End Of The World,"$37,013,733"
2.0,"$36,945,969"
Nothing to Lose,"$36,075,317"
T-34,"$35,950,901"
Mia and the White Lion,"$35,487,190"
The Girl in the Spider's Web,"$35,164,920"
The Hate U Give,"$34,934,009"
Nobody's Fool,"$33,705,333"
Baaghi 2,"$33,139,063"
The Hurricane Heist,"$32,517,248"
All About Me,"$31,920,159"
Bad Times at the El Royale,"$31,882,724"
Hunter Killer,"$31,672,678"
Super Troopers 2,"$31,626,386"
The Strangers: Prey at Night,"$31,039,126"
Gintama 2: Rules are Made to be Broken,"$30,896,653"
The Way of the Bug,"$30,355,804"
Clergy,"$30,114,115"
Ice,"$29,806,210"
Free Solo,"$29,318,861"
Dark Figure of Crime,"$29,176,133"
Pad Man,"$29,045,020"
Mirai,"$28,756,961"
Default,"$27,694,043"
One Cut of the Dead,"$27,590,180"
The Happytime Murders,"$27,506,452"
Midnight Sun,"$27,365,467"
VIP Policeman,"$27,222,681"
My Neighbor Totoro 2018 Re-release,"$27,083,857"
The Faces of My Gene,"$26,796,279"
Badhaai Ho,"$26,125,610"
Hichki,"$26,055,222"
White Boy Rick,"$25,957,482"
"Paul, Apostle of Christ","$25,915,966"
Champions,"$25,674,036"
Keys To The Heart,"$25,375,866"
Stan & Ollie,"$24,420,923"
The Witch: Part 1 - The Subversion,"$24,340,302"
The Accidental Detective 2: In Action,"$24,243,825"
Killing for the Prosecution,"$23,929,620"
Pokémon the Movie: The Power of Us,"$23,740,788"
The Guernsey Literary and Potato Peel Pie Society,"$23,148,937"
The Crimes That Bind,"$23,144,130"
New Happy Dad and Son 3: Adventure in Russia,"$23,130,469"
Padmaavat,"$22,991,060"
Won't You Be My Neighbor?,"$22,844,741"
Europe Raiders,"$22,435,156"
Mojin: The Worm Valley,"$22,381,583"
Stree,"$22,075,730"
Avengers: Endgame,"$2,797,501,328"
The Lion King,"$1,656,943,394"
Frozen II,"$1,450,026,933"
Spider-Man: Far from Home,"$1,131,927,996"
Captain Marvel,"$1,128,274,794"
Joker,"$1,074,251,311"
Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248"
Toy Story 4,"$1,073,394,593"
Aladdin,"$1,050,693,953"
Jumanji: The Next Level,"$800,059,707"
Fast & Furious Presents: Hobbs & Shaw,"$759,056,935"
Ne Zha,"$726,063,471"
The Wandering Earth,"$699,856,699"
How to Train Your Dragon: The Hidden World,"$521,799,505"
Maleficent: Mistress of Evil,"$491,730,089"
It Chapter Two,"$473,093,228"
"My People, My Country","$450,064,993"
Pokémon Detective Pikachu,"$433,005,346"
The Secret Life of Pets 2,"$430,051,293"
The Captain,"$417,282,021"
Alita: Battle Angel,"$404,980,543"
Godzilla: King of the Monsters,"$386,600,138"
1917,"$384,987,108"
Once Upon a Time... In Hollywood,"$374,375,059"
Shazam!,"$365,971,656"
Dumbo,"$353,284,621"
Crazy Alien,"$327,598,891"
John Wick: Chapter 3 - Parabellum,"$326,709,727"
Knives Out,"$311,401,379"
Terminator: Dark Fate,"$261,119,292"
Parasite,"$258,774,734"
Pegasus,"$255,863,112"
Us,"$255,184,580"
Men in Black: International,"$253,890,701"
X-Men: Dark Phoenix,"$252,442,974"
Glass,"$246,999,039"
The Bravest,"$245,179,562"
Annabelle Comes Home,"$231,252,591"
Better Days,"$225,918,798"
Ford v Ferrari,"$225,508,210"
Little Women,"$216,601,214"
The Addams Family,"$203,044,905"
Rocketman,"$195,179,299"
Downton Abbey,"$193,820,755"
Weathering with You,"$193,475,960"
The Lego Movie 2: The Second Part,"$192,306,508"
Sheep Without a Shepherd,"$191,602,146"
The White Storm 2: Drug Lords,"$189,396,380"
Abominable,"$179,066,314"
Ip Man 4: The Finale,"$176,345,966"
Gemini Man,"$173,469,516"
Spies in Disguise,"$171,616,764"
Hustlers,"$157,563,598"
The Climbers,"$156,892,866"
Escape Room,"$155,712,077"
Yesterday,"$153,178,480"
The Angry Birds Movie 2,"$147,792,047"
Angel Has Fallen,"$146,661,977"
Ad Astra,"$127,461,872"
Midway,"$126,696,475"
The Upside,"$125,852,517"
The Curse of la Llorona,"$123,133,739"
Looking Up,"$122,994,583"
Zombieland: Double Tap,"$122,810,399"
Last Christmas,"$121,550,750"
Extreme Job,"$119,932,733"
Dora and the Lost City of Gold,"$119,682,635"
Wonder Park,"$119,559,110"
P Storm,"$117,991,727"
Detective Conan: The Fist of Blue Sapphire,"$115,570,314"
The Gentlemen,"$115,171,795"
Pet Sematary,"$113,118,226"
Boonie Bears: Blast Into the Past,"$112,369,259"
Good Boys,"$111,037,232"
Scary Stories to Tell in the Dark,"$104,545,505"
Line Walker 2: Invisible Spy,"$99,482,027"
The New King of Comedy,"$95,618,308"
The Hustle,"$95,017,038"
Adoring,"$94,975,692"
Crawl,"$91,542,097"
Five Feet Apart,"$91,522,094"
Rambo: Last Blood,"$91,490,353"
Jojo Rabbit,"$90,335,025"
One Piece: Stampede,"$81,562,741"
A Dog's Way Home,"$80,708,134"
Cold Pursuit,"$76,419,755"
A Dog's Journey,"$75,727,748"
A Madea Family Funeral,"$74,747,725"
Cats,"$73,835,438"
Charlie's Angels,"$73,279,888"
Doctor Sleep,"$72,381,712"
Serial (Bad) Weddings 2,"$72,300,780"
